date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:26:34	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-65bc07981d482%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
18:26:36	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-65bc07981d482%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
18:26:37	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22317f8-65bc07981d482%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3)
18:26:38	2107/2107	---M--	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:26:34%20GMT	http://localhost/QB2/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FQB2%2Fabout%2F	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/oembed/1.0/embed5576.json	(from http://localhost/QB2/about/)
18:26:41	2254/2254	---M--	200	added ('OK')	text/xml	date:Wed,%2023%20Sep%202026%2015:26:38%20GMT	http://localhost/QB2/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FQB2%2Fabout%2F&format=xml	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/oembed/1.0/embed4f9a	(from http://localhost/QB2/about/)
18:26:44	27316/27316	---MC-	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:26:41%20GMT	http://localhost/QB2/wp-json/wp/v2/pages/1303	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/wp/v2/pages/1303.json	(from http://localhost/QB2/about/)
18:26:44	28530/28530	---M--	200	added ('OK')	image/jpeg	etag:%226f72-65bc0aa7e6ce8%22	http://localhost/QB2/wp-content/uploads/2026/09/bg-06-free-img.jpg	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/uploads/2026/09/bg-06-free-img.jpg	(from http://localhost/QB2/services/)
18:26:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Sep%202026%2015:26:44%20GMT	http://localhost/QB2/?p=1303	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/index7a78.html	(from http://localhost/QB2/about/)
18:26:50	2122/2122	---M--	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:26:47%20GMT	http://localhost/QB2/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FQB2%2Fservices%2F	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/oembed/1.0/embed8dc3.json	(from http://localhost/QB2/services/)
18:26:53	2269/2269	---M--	200	added ('OK')	text/xml	date:Wed,%2023%20Sep%202026%2015:26:50%20GMT	http://localhost/QB2/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FQB2%2Fservices%2F&format=xml	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/oembed/1.0/embed7a6b	(from http://localhost/QB2/services/)
18:26:57	17630/17630	---MC-	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:26:53%20GMT	http://localhost/QB2/wp-json/wp/v2/pages/1304	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/wp/v2/pages/1304.json	(from http://localhost/QB2/services/)
18:26:57	42000/42000	---M--	200	added ('OK')	image/jpeg	etag:%22a410-65bc0d3cb8d83%22	http://localhost/QB2/wp-content/uploads/2021/05/bg-05-free-img.jpg	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/uploads/2021/05/bg-05-free-img.jpg	(from http://localhost/QB2/portfolio/)
18:27:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Sep%202026%2015:26:57%20GMT	http://localhost/QB2/?p=1304	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/indexcb01.html	(from http://localhost/QB2/services/)
18:27:02	2127/2127	---M--	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:26:57%20GMT	http://localhost/QB2/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FQB2%2Fportfolio%2F	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/oembed/1.0/embeded43.json	(from http://localhost/QB2/portfolio/)
18:27:06	2274/2274	---M--	200	added ('OK')	text/xml	date:Wed,%2023%20Sep%202026%2015:27:02%20GMT	http://localhost/QB2/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FQB2%2Fportfolio%2F&format=xml	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/oembed/1.0/embed038c	(from http://localhost/QB2/portfolio/)
18:27:06	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-65bc079856aef%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://localhost/QB2/portfolio/)
18:27:06	5486/5486	---M--	200	added ('OK')	text/css	etag:%22156e-65bc079357826%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min4189.css	(from http://localhost/QB2/portfolio/)
18:27:06	2419/2419	---M--	200	added ('OK')	text/css	etag:%22973-65bc07941af15%22	http://localhost/QB2/wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css?ver=4.2.4	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min4189.css	(from http://localhost/QB2/portfolio/)
18:27:10	12526/12526	---MC-	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:27:06%20GMT	http://localhost/QB2/wp-json/wp/v2/pages/1310	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/wp/v2/pages/1310.json	(from http://localhost/QB2/portfolio/)
18:27:10	99200/99200	---M--	200	added ('OK')	image/png	etag:%2218380-65bea456ac7f4%22	http://localhost/QB2/wp-content/uploads/2026/09/1.png	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/uploads/2026/09/1.png	(from http://localhost/QB2/portfolio/)
18:27:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Sep%202026%2015:27:11%20GMT	http://localhost/QB2/?p=1310	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/index62d8.html	(from http://localhost/QB2/portfolio/)
18:27:14	103866/103866	---M--	200	added ('OK')	image/png	etag:%22195ba-65bea45be17d7%22	http://localhost/QB2/wp-content/uploads/2026/09/3.png	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/uploads/2026/09/3.png	(from http://localhost/QB2/portfolio/)
18:27:14	152797/152797	---M--	200	added ('OK')	image/png	etag:%22254dd-65bea459c7f20%22	http://localhost/QB2/wp-content/uploads/2026/09/2.png	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/uploads/2026/09/2.png	(from http://localhost/QB2/portfolio/)
18:27:14	1051/1051	---M--	200	added ('OK')	text/css	etag:%2241b-65bc03e74b380%22	http://localhost/QB2/wp-content/themes/astra/assets/css/minified/galleries.min.css?ver=4.13.12	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/themes/astra/assets/css/minified/galleries.min840b.css	(from http://localhost/QB2/portfolio/)
18:27:15	143709/143709	---M--	200	added ('OK')	text/javascript	etag:%222315d-65bc07985a5d7%22	http://localhost/QB2/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from http://localhost/QB2/portfolio/)
18:27:16	168202/168202	---M--	200	added ('OK')	image/png	etag:%222910a-65bea45dd3be1%22	http://localhost/QB2/wp-content/uploads/2026/09/4.png	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/uploads/2026/09/4.png	(from http://localhost/QB2/portfolio/)
18:27:19	2117/2117	---M--	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:27:15%20GMT	http://localhost/QB2/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FQB2%2Fcontact%2F	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/oembed/1.0/embed38c6.json	(from http://localhost/QB2/contact/)
18:27:21	2264/2264	---M--	200	added ('OK')	text/xml	date:Wed,%2023%20Sep%202026%2015:27:19%20GMT	http://localhost/QB2/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FQB2%2Fcontact%2F&format=xml	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/oembed/1.0/embed83b7	(from http://localhost/QB2/contact/)
18:27:21	66730/66730	---M--	200	added ('OK')	text/css	etag:%22104aa-65bc07f8ffac3%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/blocks/default/frontend.min-rtl.css?ver=2.12.7	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/blocks/default/frontend.min-rtleca4.css	(from http://localhost/QB2/contact/)
18:27:22	17505/17505	---M--	200	added ('OK')	text/css	etag:%224461-65bc07f900a61%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/common.min-rtl.css?ver=2.12.7	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/common.min-rtleca4.css	(from http://localhost/QB2/contact/)
18:27:22	24596/24596	---M--	200	added ('OK')	text/css	etag:%226014-65bc07f962a41%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/frontend/form.min-rtl.css?ver=2.12.7	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/frontend/form.min-rtleca4.css	(from http://localhost/QB2/contact/)
18:27:22	7612/7612	---M--	200	added ('OK')	text/css	etag:%221dbc-65bc07f9616be%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/tom-select.css?ver=2.12.7	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/tom-selecteca4.css	(from http://localhost/QB2/contact/)
18:27:23	19118/19118	---M--	200	added ('OK')	text/css	etag:%224aae-65bc07f95fb1d%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.7	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.mineca4.css	(from http://localhost/QB2/contact/)
18:27:26	23021/23021	---MC-	200	added ('OK')	application/json	date:Wed,%2023%20Sep%202026%2015:27:23%20GMT	http://localhost/QB2/wp-json/wp/v2/pages/1311	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-json/wp/v2/pages/1311.json	(from http://localhost/QB2/contact/)
18:27:29	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2023%20Sep%202026%2015:27:26%20GMT	http://localhost/QB2/wp-admin/admin-ajax.php	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-admin/admin-ajax.html	(from http://localhost/QB2/contact/)
18:27:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Sep%202026%2015:27:27%20GMT	http://localhost/QB2/?p=1311	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/index05c7.html	(from http://localhost/QB2/contact/)
18:27:30	70864/70864	---M--	200	added ('OK')	text/javascript	etag:%22114d0-65bc07f88b530%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/build/formSubmit.js?ver=2.12.7	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/build/formSubmiteca4.js	(from http://localhost/QB2/contact/)
18:27:30	6111/6111	---M--	200	added ('OK')	text/javascript	etag:%2217df-65bc07f986b8b%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/js/minified/frontend.min.js?ver=2.12.7	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/js/minified/frontend.mineca4.js	(from http://localhost/QB2/contact/)
18:27:30	870/870	---M--	200	added ('OK')	text/javascript	etag:%22366-65bc07f97afdd%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/js/minified/blocks/input.min.js?ver=2.12.7	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/js/minified/blocks/input.mineca4.js	(from http://localhost/QB2/contact/)
18:27:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2023%20Sep%202026%2015:27:33%20GMT	http://localhost/QB2/portfolio/${l}	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/portfolio/${l}	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5)
18:27:40	151991/151991	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Sep%202026%2015:27:36%20GMT	http://localhost/QB2/portfolio/l	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/portfolio/l	(from http://localhost/QB2/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5)
18:27:40	16398/16398	---M--	200	added ('OK')	image/webp	etag:%22400e-65bc07f958f0f%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/flags.webp	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/flags.webp	(from http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.7)
18:27:41	38220/38220	---M--	200	added ('OK')	image/webp	etag:%22954c-65bc07f9585d9%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/flags@2x.webp	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/flags@2x.webp	(from http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.7)
18:27:41	514/514	---M--	200	added ('OK')	image/webp	etag:%22202-65bc07f95d413%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/globe.webp	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/globe.webp	(from http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.7)
18:27:41	1380/1380	---M--	200	added ('OK')	image/webp	etag:%22564-65bc07f95ba01%22	http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/globe@2x.webp	C:/Users/QB/Desktop/yarob-wed-cv-qb/localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/img/globe@2x.webp	(from http://localhost/QB2/wp-content/plugins/sureforms/assets/css/minified/deps/intl/intlTelInput.min.css?ver=2.12.7)
